Name,Book,Feat Type,Bonus Feat?,Prerequisites,Description
Battlefield Inspiration,Mini 25,General,No,Cha 13,Allies get +2 bonus on saves against fear effects
Danger Sense,Mini 25,General,No,Improved Initiative,Reroll initiative once per day
Dash,Mini 25,General,No,none,Speed increases by 5 feet
Daunting Presence,Mini 25,General,Fighter,"Cha 13, base attack bonus +1",Overawe enemy to make it shaken
Deft Opportunist,Mini 25,General,No,"Dex 15, Combat Reflexes", +4 on attack roll when making attack of opportunity
Distracting Attack,Mini 25,General,Fighter,Base attack bonus +1,Your attack gives +1 bonus on other creatures’ attacks against same target
Double Hit,Mini 25,General,Fighter,"Combat Reflexes, Improved Two-Weapon Fighting, Two-Weapon Fighting",Gain off-hand attack when making attack of opportunity
Extra Domain Spell,Mini 26,General,No,"Wis 15, access to one domain spell",Cast one of your domain spells an extra time
Foe Specialist,Mini 26,General,No,"Base attack bonus +4, sneak attack +1d6", +1d6 sneak attack damage against one creature type
Goad,Mini 26,General,Fighter,"Cha 13, base attack bonus +1",Goad enemy to make melee attacks only against you
Hurling Charge,Mini 27,General,Fighter,"Quick Draw, base attack bonus +6",Throw a weapon as part of a charge
Mage Slayer,Mini 27,General,No,"Spellcraft 2 ranks, base attack bonus +3", +1 bonus on Will saves; spellcasters you threaten cannot cast defensively
Martial Throw,Mini 27,General,Fighter,"Dex 17, Improved Unarmed Strike",Special grapple to switch places with enemy
Mounted Casting,Mini 27,General,No,"Ride 1 rank, Mounted Combat", +10 on Concentration checks to cast while mounted
Powerful Charge,Mini 27,General,Fighter,"Medium or larger, base attack bonus +1",Extra damage when you charge
Greater Powerful Charge,Mini 27,General,Fighter,"Medium or larger, Powerful Charge, base attack bonus +4",Additional extra damage when you charge
Pushback,Mini 27,General,Fighter,"Str 17, Improved Bull Rush, Power Attack",Push enemy back after melee attack
Reckless Charge,Mini 27,General,Fighter,Base attack bonus +1,"Charges get +4 on attack rolls, but –4 penalty to AC"
Second Wind,Mini 28,General,No,none,Heal hit points equal to Con modifier 1/day
Shieldmate,Mini 28,General,Fighter,Base attack bonus +1,Your shield grants shield bonus to adjacent allies
Improved Shieldmate,Mini 27,General,Fighter,"Shieldmate, base attack bonus +4",Bonus from Shieldmate increases by +1
Sidestep,Mini 28,General,No,"Dex 15, Tumble 8 ranks, Dodge, Mobility",Gain 5-foot step after making attack of opportunity
Energy Affinity,Mini 25,Metamagic,No,"Knowledge (arcana) 5 ranks, ability to cast at least one spell each of acid, cold, electricity, and fire energy types",Change the energy type of a spell
Sudden Empower,Mini 28,Metamagic,No,Any metamagic feat,Empower spell without special preparation1/day
Sudden Energy Affinity,Mini 28,Metamagic,No,Energy Affinity,Substitute spell energy without special preparation 1/day
Sudden Enlarge,Mini 28,Metamagic,No,none,Enlarge spell without special preparation 1/day
Sudden Extend,Mini 28,Metamagic,No,none,Extend spell without special preparation 1/day
Sudden Maximize,Mini 28,Metamagic,No,Any metamagic feat,Maximize spell without special preparation 1/day
Sudden Quicken,Mini 28,Metamagic,No,"Quicken Spell, Sudden Empower, Sudden Extend, Sudden Maximize, Sudden Silent, Sudden Still",Quicken spell without special preparation 1/day
Sudden Silent,Mini 28,Metamagic,No,none,Silence spell without special preparation 1/day
Sudden Still,Mini 28,Metamagic,No,none,Still spell without special preparation 1/day
Sudden Widen,Mini 28,Metamagic,No,none,Widen spell without special preparation 1/day
Ability Focus,MM1 303,General,No,Special Attack,Add +2 to the DC for all saving throws against the special attack on which the creature focuses
Awesome Blow,MM1 303,General,No,"Str 25, Power Attack, Improved Bull Rush, size Large or larger", -4 to melee attack to knock a smaller opponent 10 feet away and prone unless Reflex save
Empower Spell-Like Ability,MM1 303,General,No,Spell-like ability at caster level 6th or higher,"3/day, all variable, numeric effects of chosen spell-like ability are increased by one-half"
Flyby Attack,MM1 303,General,No,Fly speed,"When flying, a creature can take a standard action at any point during its move action"
Hover,MM1 304,General,No,Fly speed,"When flying, the creature can halt its forward motion and hover in place as a move action"
Improved Natural Armor,MM1 304,General,No,"Natural armor, Con 13",The creature’s natural armor bonus increases by 1
Improved Natural Attack,MM1 304,General,No,"Natural weapon, base attack bonus +4",*Choose one of the creature’s natural attack forms; the form's damage increases by one step
Multiattack,MM1 304,General,No,Three or more natural attacks,The creature’s secondary attacks with natural weapons take only a –2 penalty
Multiweapon Fighting,MM1 304,General,No,"Dex 13, three or more hands",Penalties for fighting with multiple weapons are reduced by 2 with the primary hand and reduced by 6 with off hands
Quiken Spell-Like Ability,MM1 304,General,No,Spell-like ability at caster level 10th or higher,"3/day, use the chosen spell-like ability as a free action, see restrictions"
Snatch,MM1 304,General,No,Size Huge or larger,"After hitting with a bite or claw attack and initiating a successful grapple on a creature 3+ sizes smaller, squeeze creature each round for automatic bite or claw damage"
Wingover,MM1 304,General,No,Fly speed,"A flying creature can spend 10' of flying movement to change direction up to 180 degrees 1/round as a free action, regardless of maneuverability"
Craft Construct,MM1 303,Item Creation,No,"Craft Magic Arms and Armor, Craft Wondrous Item",A creature with this feat can create any construct whose prerequisites it meets
Awesome Blow,MM3 206,General,Fighter,"Str 25, Power Attack, Improved Bull Rush, size Large or larger", -4 to melee attack to knock a smaller opponent 10 feet away and prone unless Reflex save
Improved Toughness,MM3 207,General,Fighter,Base Fortitude save bonus +2,"The creature gains a number of hit points equal to its current Hit Dice. Each time it gains a Hit Die, it gains 1 additional hit point"
Powerful Charge,MM3 207,General,Fighter,"Medium or larger, base attack bonus +1","When the creature charges, if its melee attack hits, it deals extra damage"
Ability Focus,MM4 202,General,No,Special ability that allows a saving throw,Add 2 to the DC for all saving throws against the special ability on which the creature focuses
Clinging Breath,MM4 202,General,No,"Con 13, breath weapon with recharge time expressed in rounds",Breath weapon deals additional damage in the next round to all creatures and objects affected by it
Lingering Breath,MM4 203,General,No,"Con 15, breath weapon with recharge time expressed in rounds, Clinging Breath",Breath remains as cloud for 1 round
Githyanki Battlecaster,MM4 202,General,Fighter,"Githyanki, ability to cast 2nd-level arcane spells, base attack bonus +3",Ignore arcane spell failure chances when wearing light armor
Githyanki Battlecaster,MM4 202,General,Wizard,"Githyanki, ability to cast 2nd-level arcane spells, base attack bonus +3",Ignore arcane spell failure chances when wearing light armor
Githyanki Dragonrider,MM4 202,Racial,Fighter,"Githyanki, ride 5 ranks",Gain bonuses while riding a red dragon
Quiken Spell-Like Ability,MM4 203,General,No,Spell-like ability at caster level 10th or higher,"3/day, use the chosen spell-like ability as a swift action, see restrictions"
Empower Spell-Like Ability,MM5 204,General,No,Spell-like ability at caster level 6th or higher,"3/day, all variable, numeric effects of chosen spell-like ability are increased by one-half"
Acheron Flurry,Plnr 37,General,No,"Dex 15, Wis 15, Improved Unarmed Strike, Knowledge (the planes) 4 ranks",Distract foe with mock attacks
Celestial Summoning Specialist,Plnr 38,General,No,"Knowledge (the planes) 2 ranks, Knowledge (religion) 2 ranks, nonevil alignment, summon monster ability",Summon additional good-aligned creatures
Elemental Spellcasting,Plnr 39,General,No,Knowledge (the planes) 2 ranks,Cast spells of chosen descriptor at +1
Fiendish Summoning Specialist,Plnr 39,General,No,"Knowledge (the planes) 2 ranks, Knowledge (religion) 2 ranks, nongood alignment, summon monster ability",Summon additional evil-aligned creatures
Neraph Charge,Plnr 40,General,No,"Wis 15, Knowledge (the planes) 5 ranks",Camouflage your charge attack so foe loses Dex bonus to AC
Neraph Throw,Plnr 40,General,No,"Dex 15, Knowledge (the planes) 5 ranks",Camouflage your thrown attack so foe loses Dex bonus to AC
Nonverbal Spell,Plnr 40,General,No,none,Cast spells that have verbal components without uttering verbal components
Personal Touchstone,Plnr 41,General,No,"Planar Touchstone, Knowledge (the planes) 8 ranks, object from planar touchstone site",Double the uses of planar touchstone higher-order ability
Planar Familiar,Plnr 41,General,No,"Ability to acquire new familiar, compatible alignment, sufficient arcane spellcaster level, Knowledge (the planes) 5 ranks",Add planar creatures to list of available familiars
Planar Touchstone,Plnr 41,General,No,"Knowledge (the planes) 8 ranks, object from touchstone site",Gain base ability for that touchstone
Stalwart Planar Ally,Plnr 42,General,No,"Cha 13, Spellcraft 5 ranks, Planar Touchstone",Improve resilience and duration of summoned creature
Air Heritage,Plnr 37,Heritage,No,none,"Fly speed +30 feet, +2 on Balance and Jump checks"
Anarchic Heritage,Plnr 38,Heritage,No,Nonlawful alignment," +4 on saves against polymorph/petrification, +1 on saves against spells by lawful creatures"
Axiomatic Heritage,Plnr 38,Heritage,No,Nonchaotic alignment," +4 on Will saves against enchantments, +1 on saves against spells by chaotic creatures"
Celestial Heritage,Plnr 38,Heritage,No,Nonevil alignment," +4 on Fort saves against diseases, +1 on saves against spells by evil creatures"
Earth Heritage,Plnr 38,Heritage,No,none," +4 on checks to avoid being bull rushed or tripped, +1 on weapon damage if you and foe both touch ground"
Fiendish Heritage,Plnr 39,Heritage,No,Nongood alignment," +4 on Fort saves against poison, +1 on saves against spells by good creatures"
Fire Heritage,Plnr 39,Heritage,No,none," +1 on initiative checks, +1 fire damage from unarmed/natural attacks"
Improved Elemental Heritage,Plnr 40,Heritage,No,"Air, Earth, Fire, or Water Heritage","Resistance 5 to acid, cold, electricity, or fire; +2 on saves against spells of matching descriptor"
Improved Outer Planar Heritage,Plnr 40,Heritage,No,"Anarchic, Axiomatic, Celestial, or Fiendish Heritage",Your unarmed or natural attacks are treated as having matching alignment
Natural Heavyweight,Plnr 40,Heritage,No,none,"Double carrying capacity, +2 on Climb or Jump checks in normal gravity (+4 in light gravity)"
Shadow Heritage,Plnr 42,Heritage,No,none, +3 on Hide or Move Silently checks when in darkness or shadow
Water Heritage,Plnr 42,Heritage,No,none,"Gain swim speed of 20 feet or increase swim speed by 20 feet, +4 on Con checks for holding your breath"
Acrobatic,PHB 89,General,No,none, +2 bonus on Jump and Tumble checks
Agile,PHB 89,General,No,none, +2 bonus on Balance and Escape Artist checks
Alertness,PHB 89,General,No,none, +2 bonus on Listen and Spot checks
Animal Affinity,PHB 89,General,No,none, +2 bonus on Handle Animal and Ride checks
Armor Proficiency (light),PHB 89,General,No,none,No armor check penalty on attack rolls
Armor Proficiency (medium),PHB 89,General,No,Armor Proficiency (light),No armor check penalty on attack rolls
Armor Proficiency (heavy),PHB 89,General,No,Armor Proficiency (medium),No armor check penalty on attack rolls
Athletic,PHB 89,General,No,none, +2 bonus on Climb and Swim checks
Augment Summoning,PHB 89,General,No,Spell Focus (conjuration),"Summoned creatures gain +4 Str, +4 Con"
Blind-Fight,PHB 89,General,Fighter,none,Reroll miss chance for concealment
Combat Casting,PHB 92,General,No,none, +4 bonus on Concentration checks for defensive casting
Combat Expertise,PHB 92,General,Fighter,Int 13,Trade attack bonus for AC (max 5 points)
Improved Disarm,PHB 95,General,Fighter,Combat Expertise, +4 bonus on disarm attempts; no attack of opportunity
Improved Disarm,PHB 95,General,Monk 6th,Combat Expertise, +4 bonus on disarm attempts; no attack of opportunity
Improved Feint,PHB 95,General,Fighter,Combat Expertise,Feint in combat as move action
Improved Trip,PHB 96,General,Fighter,Combat Expertise,+4 bonus on trip attempts; no attack of opportunity
Improved Trip,PHB 96,General,Monk 6th,Combat Expertise,+4 bonus on trip attempts; no attack of opportunity
Whirlwind Attack,PHB 102,General,Fighter,"Dex 13, Combat Expertise, Dodge, Mobility, Spring Attack, base attack bonus +4",One melee attack against each opponent within reach
Combat Reflexes,PHB 92,General,Fighter,none,Additional attacks of opportunity
Combat Reflexes,PHB 92,General,Monk 2nd,none,Additional attacks of opportunity
Deceitful,PHB 93,General,No,none, +2 bonus on Disguise and Forgery checks
Deft Hands,PHB 93,General,No,none, +2 bonus on Sleight of Hand and Use Rope checks
Diligent,PHB 93,General,No,none, +2 bonus on Appraise and Decipher Script checks
Dodge,PHB 93,General,Fighter,Dex 13, +1 dodge bonus to AC against selected target
Mobility,PHB 98,General,Fighter,Dodge, +4 dodge bonus to AC against some attacks of opportunity
Spring Attack,PHB 100,General,Fighter,"Mobility, base attack bonus +4",Move before and after melee attack
Endurance,PHB 93,General,No,none, +4 bonus on checks or saves to resist nonlethal damage
